MovieID	original_language	original_title	popularity	title	vote_average	vote_count	 budget 	 revenue 	Profit
151506	en	She Fought Alone	1	She Fought Alone	4.1	7	0	0	0
43995	en	That Riviera Touch	0	That Riviera Touch	6.4	6	0	0	0
40467	en	Dawn of the Mummy	0	Dawn of the Mummy	3.6	8	500000	0	-500000
449696	en	The Stranger: Summoned by Shadows	0	The Stranger: Summoned by Shadows	0	0	0	0	0
79927	en	The Pope Must Die	9	The Pope Must Die	4.2	12	0	0	0
21251	en	Carry On England	1	Carry On England	4.8	15	0	0	0
374764	es	C mo funcionan casi todas las cosas	0	How Most Things Work	6.8	2	0	0	0
460135	en	LEGO DC Super Hero Girls: Brain Drain	8	LEGO DC Super Hero Girls: Brain Drain	10	2	0	0	0
42247	en	Treasure Raiders	0	Treasure Raiders	2.2	3	0	0	0
426272	en	Take Me	9	Take Me	6	38	0	0	0
408624	en	A Death in the Gunj	1	A Death in the Gunj	7	5	0	0	0
413421	hi	????????	1	Phillauri	7.1	11	0	0	0
261871	ru	???????? ????	0	Polar Flight	0	0	0	0	0
317389	es	Simbad e il califfo di Bagdad	0	Simbad e il califfo di Bagdad	0	0	0	0	0
91563	en	Black Sun	0	Black Sun	8.3	3	0	0	0
227143	uk	???? ????	0	???? ????	7	1	2	0	-2
432789	en	The Incredible Jessica James	6	The Incredible Jessica James	6.2	37	0	0	0
264269	ru	Vladeniye 18	0	Apartment 18	4.4	4	0	320395	320395
182030	zh	??????????	1	The Twin Swords	5.6	4	0	0	0
32388	zh	???	1	Golden Swallow	6.5	10	0	0	0
434873	en	It Stains the Sands Red	8	It Stains the Sands Red	5.6	21	0	0	0
175461	de	Lichtspiel opus I	0	Lichtspiel opus I	6.5	10	0	0	0
175457	en	Opus II	0	Opus II	6.7	5	0	0	0
176298	en	Opus III	0	Opus III	6.9	5	0	0	0
184402	de	Opus IV	0	Opus IV	6.9	4	0	0	0
370213	fa	Sonita	0	Sonita	6	1	0	0	0
99104	en	Bloodletting	0	Bloodletting	5	1	10000	0	-10000
445126	en	Can't Buy My Love	1	Can't Buy My Love	7	7	0	0	0
401687	en	Hopeless Romantic	0	Hopeless Romantic	4.3	3	0	0	0
200066	en	Il frullo del passero	0	The Sparrow's Fluttering	0	0	0	0	0
273279	fr	La peau de chagrin	1	The Skin of Sorrow	7	1	0	0	0
97797	ru	??????? ??????	0	Dead Daughters	4.9	5	1200000	0	-1200000
149946	ru	??? ? ?????	0	Two in One	1	1	0	0	0
61385	ru	??????????	1	The Tuner	6.9	7	0	0	0
468707	fi	Lauri M ntyvaaran tuuheet ripset	0	Thick Lashes of Lauri M ntyvaara	8	1	1254040	0	-1254040
280422	ru	??? ? ?????	0	All at Once	6	4	750000	3	-749997
38326	ru	????? ????	1	Yuri's Day	6.5	4	0	0	0
240789	ru	????	0	The Miracle	6.3	3	0	50656	50656
293654	ru	??????????	1	Corporate Event	3.5	4	2000000	0	-2000000
64197	ru	Puteshestvie s domashnimi zhivotnymi	1	Travelling with Pets	6	5	0	0	0
102363	ru	Beduin	1	Bedouin	4	5	0	0	0
92771	ru	????	0	Daddy	5.3	3	0	0	0
98604	ru	Zolushka	1	Cinderella	4.6	6	0	0	0
97672	ru	Samoubiytsy	0	Suicides	4.6	4	0	0	0
100152	ru	????	0	Mars	5	2	2000000	0	-2000000
62757	en	Dikari	1	Savages	5.8	6	800000	1328612	528612
449131	ru	Aprel	0	Aprel	6	1	0	0	0
61966	en	Kacheli	1	Swing	4	2	0	0	0
63281	en	??? ????ff	0	Pro Lyuboff	4	3	2000000	1268793	-731207
70965	en	????	1	Kuka	6.3	7	0	0	0
75608	en	Dead Birds	0	Dead Birds	5.3	2	0	0	0
275331	en	The Hunters	0	The Hunters	5	1	0	0	0
282308	en	Rigadin peintre cubiste	0	"Whiffles, Cubic Artist"	0	0	0	0	0
461297	en	Cop and a Half: New Recruit	1	Cop and a Half: New Recruit	6	1	0	0	0
258907	en	Dyketactics	0	Dyketactics	8	1	0	0	0
127762	fr	Baignade en Mer	0	Baignade en Mer	5.3	12	0	0	0
18098	en	Arabian Nights	2	Arabian Nights	6.9	21	0	0	0
52103	zh	Xiao Wu	0	Pickpocket	7.2	13	0	0	0
63898	ru	????????	0	Antidur	1	1	5000000	1413000	-3587000
174271	en	The Fortunes and Misfortunes of Moll Flanders	1	The Fortunes and Misfortunes of Moll Flanders	5.8	8	0	0	0
42652	ru	Uznik Zamka If	0	The Prisoner of If Castle	5	3	0	0	0
143117	ru	"Chyornaya Roza - Emblema Pechali, Krasnaya Roza - Emblema Lyubvi"	1	"A Black Rose Is an Emblem of Sorrow, a Red Rose an Emblem of Love"	6.5	4	0	0	0
65416	en	An American Vampire Story	0	An American Vampire Story	4.5	4	0	0	0
365432	en	The Sublet	1	The Sublet	6.5	4	0	0	0
45029	en	Fit to Kill	1	Fit to Kill	5	7	0	0	0
36680	en	TechnoCalyps	0	TechnoCalyps	5	1	0	0	0
222872	en	Starquest II	1	Starquest II	2	1	0	0	0
257472	en	Rivers of Sand	0	Rivers of Sand	0	0	0	0	0
323132	en	Altar of Fire	0	Altar of Fire	0	0	0	0	0
5589	cs	  len? smutn  princezna	0	  len? smutn  princezna	6.1	4	0	0	0
325439	en	Le Meraviglie di Aladino	0	The Wonders of Aladdin	0	0	0	0	0
63266	en	Fobos. Klub Strakha	1	Phobos. Fear Kills	3	2	0	0	0
45527	en	The Final Storm	1	The Final Storm	3.7	11	0	0	0
455661	en	In a Heartbeat	21	In a Heartbeat	8.3	146	0	0	0
327237	nl	"Bloed, Zweet en Tranen"	1	"Blood, Sweat and Tears"	6.8	11	0	0	0
84710	en	Jungle Woman	0	Jungle Woman	5.8	2	0	0	0
39562	en	To Be Fat Like Me	1	To Be Fat Like Me	5	12	0	0	0
14008	en	Cadet Kelly	4	Cadet Kelly	5.2	145	0	0	0
44330	en	Le tripot clandestin	0	The Scheming Gambler's Paradise	5	3	0	0	0
49279	fr	L'Homme   la t te de caoutchouc	2	The Man with the Rubber Head	7.6	29	0	0	0
44333	fr	Les cartes vivantes	0	The Living Playing Cards	6.1	8	0	0	0
49277	en	Les affiches en goguette	0	The Hilarious Posters	4.5	2	0	0	0
49271	en	Le locataire diabolique	1	The Devilish Tenant	6.7	12	0	0	0
44324	fr	Le Roi du maquillage	0	The Untameable Whiskers	6	6	0	0	0
122036	fr	Les Transmutations imperceptibles	0	The Imperceptable Transmutations	5	2	0	0	0
14885	en	Pooh's Heffalump Halloween Movie	3	Pooh's Heffalump Halloween Movie	5.4	7	0	0	0
49280	fr	L'Homme orchestre	1	The One-Man Band	6.5	22	0	0	0
106807	fr	Nouvelles luttes extravagantes	0	The Fat and Lean Wrestling Match	6.5	6	0	0	0
276895	en	Deep Hearts	0	Deep Hearts	0	0	0	0	0
404604	hi	Maa	2	Mom	6.6	14	0	0	0
420346	en	The Morning After	0	The Morning After	4	2	0	0	0
67179	it	San Michele aveva un gallo	0	St. Michael Had a Rooster	6	3	0	0	0
84419	en	House of Horrors	0	House of Horrors	6.3	8	0	0	0
390959	en	Shadow of the Blair Witch	0	Shadow of the Blair Witch	7	2	0	0	0
289923	en	The Burkittsville 7	0	The Burkittsville 7	7	1	0	0	0
222848	en	Caged Heat 3000	1	Caged Heat 3000	3.5	1	0	0	0
30840	en	Robin Hood	6	Robin Hood	5.7	26	0	0	0
439050	fa	?? ????	0	Subdue	4	1	0	0	0
111109	tl	Siglo ng Pagluluwal	0	Century of Birthing	9	3	0	0	0
67758	en	Betrayal	1	Betrayal	3.8	6	0	0	0
227506	en	Satana likuyushchiy	0	Satan Triumphant	0	0	0	0	0
461257	en	Queerama	0	Queerama	0	0	0	0	0
